# Quasar data set provided bei Risaliti & Lusso, Nature Astronomy, 2018. See also companion publication
# xz       xlo        xlx        xfo        xfx         xefx      namex               
  1.245    30.08638   26.65089   -27.87083  -31.30632   0.01798   132914.00+323733.7  
  1.2464   30.57313   26.59145   -27.38525  -31.36693   0.01551   021710.28-041143.0  
  1.2489   30.25796   25.93597   -27.70257  -32.02456   0.06375   102516.08+470745.0  
  1.2532   29.91099   26.05104   -28.05329  -31.91324   0.05278   115941.94+435800.7  
  1.2557   30.17232   26.17873   -27.79411  -31.7877    0.0565    022554.86-051354.6  
  1.2709   30.30051   26.77898   -27.67882  -31.20036   0.02165   132541.99+300958.5  
  1.2756   30.3625    26.77908   -27.62084  -31.20425   0.01775   090843.64+394743.6  
  1.281    30.25489   26.37598   -27.7329   -31.61182   0.0485    022245.86-041932.3  
  1.2848   30.24908   26.36196   -27.74198  -31.62909   0.03791   094251.39+464728.6  
  1.2862   30.53844   26.79388   -27.45375  -31.19831   0.02918   022542.39-052950.8  
  1.2868   29.98687   26.27449   -28.00584  -31.71822   0.02785   021817.20-050258.7  
  1.2892   30.18508   25.87133   -27.8096   -32.12335   0.10853   021845.29-054521.7  
  1.2916   30.4403    26.6541    -27.55641  -31.34261   0.03406   021255.94-060159.3  
  1.2969   30.40715   26.94055   -27.59398  -31.06058   0.02427   144036.64+024333.5  
  1.2982   30.53021   26.73218   -27.47195  -31.26998   0.03196   122533.56+311034.4  
  1.2984   30.24092   26.73227   -27.76141  -31.27005   0.02086   134300.66+403523.8  
  1.3008   30.32883   26.39517   -27.67548  -31.60913   0.04709   021348.44-053548.6  
  1.305    30.10653   26.61083   -27.90125  -31.39695   0.02129   084911.49+444453.5  
  1.3176   30.06732   26.36586   -27.95077  -31.65223   0.03322   100238.70+013936.4  
  1.3202   30.34771   26.61034   -27.6725   -31.40987   0.04125   121825.87+294238.1  
  1.3273   29.83535   25.85151   -28.19066  -32.1745    0.06605   083040.51+524347.3  
  1.3302   30.9659    27.08581   -27.0624   -30.9425    0.02919   022525.42-034223.1  
  1.3314   29.95005   26.54431   -28.07925  -31.48499   0.0209    022137.22-033537.0  
  1.3453   30.77255   26.56369   -27.26788  -31.47674   0.06229   022351.09-053750.3  
  1.3536   30.17582   26.36086   -27.87122  -31.68618   0.04374   022256.45-052055.2  
  1.3558   30.33285   26.50642   -27.71591  -31.54235   0.01865   022150.89-034450.1  
  1.3597   30.33072   26.66981   -27.72116  -31.38207   0.03126   140600.72+255447.1  
  1.361    31.3978    26.92134   -26.65511  -31.13158   0.01463   130100.86+281944.7  
  1.3646   31.49355   26.93652   -26.56223  -31.11926   0.01627   172046.37+353412.9  
  1.3731   30.39321   26.3687    -27.66923  -31.69374   0.03731   101147.56+555046.9  
  1.3878   30.36092   26.25646   -27.71291  -31.81737   0.04372   021749.11-041215.6  
  1.3968   30.26198   26.47677   -27.81876  -31.60397   0.02622   021813.22-033623.0  
  1.399    30.13211   26.67735   -27.95038  -31.40513   0.03177   021331.18-060929.3  
  1.4      31.15223   26.84837   -26.931    -31.23486   0.02009   021830.59-045622.9  
  1.4036   30.25246   26.48016   -27.83355  -31.60585   0.02413   021753.75-045747.4  
  1.406    30.57702   26.5983    -27.51081  -31.48954   0.05388   021007.70-050500.0  
  1.4111   30.7869    26.5113    -27.30479  -31.58039   0.03816   022124.53-050205.3  
  1.4281   30.44216   26.0988    -27.66238  -32.00574   0.05342   021435.23-051504.8  
  1.4298   30.21709   26.67996   -27.88873  -31.42586   0.03533   022652.12-040557.2  
  1.4313   30.40531   26.32177   -27.70166  -31.78519   0.07908   022216.72-041719.9  
  1.4374   30.36307   26.52496   -27.74842  -31.58654   0.05974   015140.01-084407.2  
  1.4427   30.38548   26.68966   -27.72997  -31.4258    0.04293   091118.67+452810.8  
  1.4429   30.8433    27.26294   -27.2723   -30.85266   0.02883   020119.22-061724.9  
  1.4453   30.26328   26.1297    -27.85409  -31.98768   0.04801   021813.95-045241.1  
  1.448    30.46489   26.77052   -27.65451  -31.34888   0.03625   020903.54-063446.7  
  1.4491   30.08808   25.79045   -28.03214  -32.32977   0.08326   081611.06+482530.2  
  1.4718   30.40814   26.86235   -27.72877  -31.27457   0.0183    140912.36+261145.9  
  1.4799   30.00147   26.10246   -28.14131  -32.04031   0.06586   001057.16+005455.4  
  1.4854   30.26465   26.70249   -27.88214  -31.4443    0.02743   123110.76+641849.7  
  1.5037   30.56329   26.41196   -27.59658  -31.74791   0.05041   022350.77-043158.3  
  1.5172   30.10214   26.02043   -28.0673   -32.14901   0.10449   221814.20+002049.3  
  1.5209   30.48403   27.05569   -27.68801  -31.11635   0.03621   172033.67+264210.6  
  1.5222   30.41393   26.42035   -27.75905  -31.75263   0.0576    105222.79+241815.9  
  1.546    30.96671   26.91278   -27.2229   -31.27682   0.04796   022059.49-044917.1  
  1.5478   30.36418   26.43198   -27.82666  -31.75886   0.02362   005507.04-011347.7  
  1.5529   30.35683   26.83862   -27.83754  -31.35574   0.0271    135153.22+634324.2  
  1.56     30.39458   26.38866   -27.80468  -31.8106    0.06482   104947.03+505859.4  
  1.5615   31.37283   27.07498   -26.82746  -31.12531   0.03066   151223.89+562150.8  
  1.5646   30.48262   26.73023   -27.71977  -31.47216   0.0443    022249.62-041353.1  
  1.565    30.52182   26.49681   -27.68086  -31.70587   0.06303   022150.64-041222.5  
  1.5657   30.61735   26.41461   -27.58584  -31.78858   0.07365   111842.89+211502.0  
  1.5745   30.18321   25.91443   -28.02597  -32.29476   0.10142   101151.03+554715.7  
  1.5769   30.60714   26.52386   -27.60368  -31.68696   0.05849   153650.98+542927.5  
  1.5796   30.37711   26.57843   -27.83555  -31.63423   0.04043   115117.68+550032.1  
  1.5853   30.40699   26.61745   -27.80948  -31.59902   0.05444   022733.99-042523.5  
  1.5858   30.19848   26.39626   -28.01833  -31.82055   0.05914   101848.67+412343.4  
  1.5961   30.00407   26.39776   -28.21968  -31.826     0.0289    021745.18-034900.2  
  1.597    30.08633   26.52593   -28.13803  -31.69842   0.03319   014521.71-042804.4  
  1.5997   30.65959   26.72      -27.56655  -31.50614   0.0612    124321.59+141408.5  
  1.608    30.34535   26.45187   -27.88635  -31.77983   0.06648   141816.25+522940.8  
  1.6374   30.65224   26.55672   -27.59885  -31.69438   0.05171   022247.88-043330.1  
  1.6425   30.58602   26.75609   -27.66843  -31.49835   0.04896   084812.45+445657.4  
  1.646    30.78591   26.54393   -27.47079  -31.71277   0.09414   022125.25-040856.9  
  1.6521   30.35262   26.37157   -27.90804  -31.88909   0.06895   114607.53+472218.4  
  1.6553   30.17667   26.08518   -28.08601  -32.17751   0.08922   021411.04-052622.7  
  1.6671   30.61464   26.71072   -27.65566  -31.55958   0.04407   133158.41+502728.1  
  1.6707   30.62399   26.92374   -27.64864  -31.34889   0.03814   022424.16-043229.9  
  1.6758   30.97375   27.05678   -27.30211  -31.21908   0.04372   022438.84-033306.2  
  1.6796   30.94491   26.81772   -27.3334   -31.46059   0.06124   022208.11-042734.7  
  1.6874   30.57362   27.10716   -27.70966  -31.17611   0.01654   022224.20-034757.3  
  1.688    29.85285   26.7485    -28.4308   -31.53514   0.02446   021425.07-051540.0  
  1.7028   30.33379   26.59536   -27.95915  -31.69759   0.05273   083222.42+523808.2  
  1.704    31.40514   27.21306   -26.88856  -31.08064   0.04347   022900.21-043752.8  
  1.74     29.97687   26.72889   -28.33919  -31.58716   0.03017   110157.56-011634.8  
  1.753    31.29842   27.22676   -27.02558  -31.09724   0.06595   153209.09+072352.5  
  1.7581   30.43239   26.53658   -27.89474  -31.79054   0.06246   102426.75+471531.5  
  1.7713   30.51329   26.51914   -27.82183  -31.81598   0.0534    115653.06+524555.6  
  1.7873   30.76866   26.86174   -27.57602  -31.48293   0.03551   022002.09-050102.1  
  1.7973   30.26736   26.79785   -28.0833   -31.55281   0.03394   021703.33-040523.5  
  1.809    30.9619    26.88747   -27.39567  -31.4701    0.07527   133018.87+472213.9  
  1.8113   30.51336   26.45027   -27.84556  -31.90865   0.09602   021604.53-034448.6  
  1.824    30.44932   26.71      -27.91708  -31.65639   0.06665   081542.32+481449.9  
  1.8471   30.27268   26.97458   -28.10711  -31.40522   0.02237   094317.33+470039.5  
  1.8476   30.26675   26.60919   -28.11331  -31.77088   0.04813   081712.95+482701.7  
  1.8537   30.6952    26.65455   -27.68841  -31.72907   0.07495   021437.35-053010.6  
  1.8572   30.534     26.91445   -27.85161  -31.47117   0.03317   100453.54+411810.5  
  1.865    31.67956   27.53918   -26.71051  -30.85089   0.02613   022845.57-043350.4  
  1.8796   30.70986   26.70425   -27.68849  -31.6941    0.04401   135236.54+635102.6  
  1.8837   30.68582   27.00733   -27.71486  -31.39334   0.03349   125715.65+473443.2  
  1.8839   30.69463   26.48904   -27.70619  -31.91178   0.08317   021707.96-055152.1  
  1.8921   30.41915   26.39878   -27.98632  -32.00668   0.06653   124304.16+141845.9  
  1.9202   30.47072   26.58998   -27.9504   -31.83113   0.09669   022327.86-040119.3  
  1.9411   30.57176   26.74121   -27.86089  -31.69145   0.06904   121811.63+295402.3  
  1.945    30.73709   26.86316   -27.6977   -31.57163   0.05906   110953.39+483453.8  
  1.957    30.74913   26.55      -27.69222  -31.89134   0.12203   150831.23+575832.5  
  1.9572   31.20764   26.97191   -27.2338   -31.46954   0.11969   020652.43-065210.1  
  2.0066   30.46695   26.76909   -28.001    -31.69887   0.06112   022813.65+003231.3  
  2.0903   30.94918   26.91711   -27.56217  -31.59425   0.06791   021850.08-050954.2  
  2.097    30.65236   26.86534   -27.8624   -31.64942   0.0505    234741.04-021621.6  
  2.107    31.02945   26.70563   -27.49037  -31.81418   0.08315   083739.81+060123.4  
  2.111    30.77586   26.5343    -27.74597  -31.98752   0.12093   004602.61+041544.5  
  2.1303   30.78148   26.81283   -27.75001  -31.71866   0.08188   012633.09+014946.6  
  2.148    30.7299    27.1826    -27.81036  -31.35765   0.03273   114008.00+031344.2  
  2.159    30.37954   26.49171   -28.16613  -32.05396   0.09587   114813.50+014013.5  
  2.205    31.20566   26.60156   -27.36235  -31.96645   0.12432   012834.73+290818.1  
  2.21     30.82679   26.54819   -27.74362  -32.02221   0.13096   090904.05+393954.4  
  2.2139   30.80519   27.10419   -27.76709  -31.46808   0.04103   021827.24-045456.7  
  2.239    30.78702   26.62622   -27.79719  -31.95799   0.07253   143141.83+132726.5  
  2.254    30.56034   26.96463   -28.03094  -31.62665   0.04586   090704.12+135849.1  
  2.258    30.65503   26.69056   -27.93812  -31.90259   0.07807   110447.55+380406.9  
  2.262    30.98693   26.62134   -27.6081   -31.97369   0.08471   080621.41+152304.9  
  2.2663   31.16004   26.68107   -27.437    -31.91597   0.06429   133114.52+241650.5  
  2.272    30.58465   26.74149   -28.01504  -31.85821   0.10035   145235.84+164354.6  
  2.272    30.94875   26.95304   -27.65094  -31.64665   0.07883   090852.25+394347.1  
  2.2966   30.89056   26.91418   -27.72053  -31.69691   0.16773   150431.18-023938.9  
  2.3      31.56217   27.08613   -27.05047  -31.52651   0.09515   135619.65+653044.8  
  2.3046   31.32416   27.24247   -27.29059  -31.37227   0.0867    143426.27+034817.0  
  2.3068   31.08151   26.33376   -27.53426  -32.28201   0.12564   014532.58-043046.5  
  2.307    30.91768   26.55992   -27.69818  -32.05594   0.10639   135105.22+642512.7  
  2.3098   31.14296   26.97233   -27.4742   -31.64483   0.07904   163023.56+242546.8  
  2.316    30.55189   26.39981   -28.06809  -32.22016   0.10895   221944.95+121049.1  
  2.328    30.89976   27.04185   -27.72568  -31.58359   0.06037   110219.08-010837.2  
  2.3288   30.74805   26.32029   -27.87775  -32.30552   0.15816   104936.63+500434.3  
  2.33     31.13689   26.54482   -27.48948  -32.08155   0.13108   005528.10-012832.0  
  2.3338   30.70288   26.87101   -27.92517  -31.75705   0.05093   121113.65+502646.3  
  2.3392   30.7321    26.3311    -27.8984   -32.2994    0.15885   123616.30+191852.4  
  2.343    31.03535   26.93078   -27.59688  -31.70144   0.04798   121443.15+135622.1  
  2.3575   31.45026   27.23521   -27.18848  -31.40353   0.04359   102426.29+434731.3  
  2.3586   30.78999   26.87449   -27.84923  -31.76474   0.11461   122857.02+140919.5  
  2.3599   30.64469   26.50314   -27.99512  -32.13666   0.11147   122825.61+124126.5  
  2.371    30.79759   26.73923   -27.84718  -31.90555   0.08592   150052.40+014024.0  
  2.393    31.24554   26.70459   -27.40899  -31.94994   0.12811   084712.45+180146.2  
  2.3994   31.32199   26.95072   -27.33535  -31.70661   0.08361   231025.68+213258.3  
  2.416    30.91573   26.30075   -27.74889  -32.36387   0.12548   132930.10+323743.3  
  2.421    31.15995   26.59336   -27.50686  -32.07344   0.08356   225735.26+205048.7  
  2.4251   31.2081    26.97425   -27.46048  -31.69434   0.10928   103114.20+051718.3  
  2.441    30.59114   26.68725   -28.08434  -31.98823   0.07784   123315.06+000142.2  
  2.441    30.87204   26.91791   -27.80344  -31.75757   0.06294   134731.01+264310.5  
  2.4466   30.75156   26.80848   -27.92632  -31.8694    0.08933   134733.98+264335.9  
  2.4516   31.45594   27.1315    -27.22413  -31.54857   0.09112   022354.80-044815.0  
  2.455    30.95705   26.49707   -27.72446  -32.18445   0.12484   104051.92+061035.3  
  2.4564   31.22458   26.93257   -27.45753  -31.74954   0.07728   022014.33-042917.2  
  2.4587   30.722     26.72288   -27.9611   -31.96021   0.08313   124249.01+141244.7  
  2.4596   30.41819   26.36405   -28.26532  -32.31946   0.10927   131221.10+232034.3  
  2.467    30.66316   26.91314   -28.0235   -31.77352   0.04985   124506.40-002022.8  
  2.4789   30.67415   26.58263   -28.01757  -32.10908   0.14639   122149.71+144510.9  
  2.505    30.91595   27.02812   -27.78682  -31.67464   0.06642   122857.98+124528.0  
  2.5128   31.1686    27.18961   -27.53743  -31.51642   0.08889   104559.64+590631.5  
  2.5205   30.7257    26.59078   -27.98356  -32.11848   0.0933    123113.25+110506.4  
  2.5304   30.85702   27.00169   -27.85638  -31.71171   0.06412   081502.54+213201.6  
  2.54     31.23273   26.97293   -27.48464  -31.74445   0.0481    144444.80+015226.9  
  2.5628   30.97429   26.6626    -27.75249  -32.06417   0.13335   082457.97+295807.3  
  2.5865   31.1336    27.13013   -27.60285  -31.60632   0.1065    010806.60+323340.0  
  2.587    31.03003   26.61485   -27.70665  -32.12182   0.22545   153659.83+114511.8  
  2.5871   30.75886   26.76893   -27.97784  -31.96777   0.04702   123622.92+621526.9  
  2.588    31.58154   27.34801   -27.15554  -31.38907   0.05891   121143.52+013011.2  
  2.5883   30.71156   26.6002    -28.02565  -32.13701   0.13265   012711.73+020322.1  
  2.598    31.15031   27.05084   -27.59083  -31.6903    0.09283   232457.12+282617.3  
  2.618    31.24344   27.08967   -27.50576  -31.65953   0.09888   121806.13+295809.0  
  2.64     32.42119   27.86927   -26.3368   -30.88873   0.04324   101155.59+294141.5  
  2.6405   30.89806   26.91579   -27.86013  -31.84241   0.04674   124451.49-002815.0  
  2.6445   31.04622   26.66019   -27.71357  -32.0996    0.19204   090811.47+394925.7  
  2.66     30.89382   26.4039    -27.87211  -32.36203   0.17656   122838.53+135331.4  
  2.66     30.98705   27.21149   -27.77889  -31.55445   0.062     231550.23-021945.9  
  2.6688   31.45579   27.47764   -27.3136   -31.29175   0.02173   150616.14+014131.3  
  2.695    31.08038   26.88978   -27.69928  -31.88988   0.05793   124252.82+024731.0  
  2.7077   31.26413   26.90674   -27.52047  -31.87786   0.08883   103357.70+573654.8  
  2.7256   31.63914   26.84886   -27.15237  -31.94264   0.04316   111959.48+063641.2  
  2.7412   31.23193   27.40092   -27.56557  -31.39658   0.06035   012826.12+290838.0  
  2.7422   31.38513   27.26793   -27.41274  -31.52994   0.06184   142228.70+013530.9  
  2.7493   30.97062   26.41084   -27.82999  -32.38977   0.19207   211507.61+061800.6  
  2.7864   31.53819   27.42379   -27.27646  -31.39086   0.12056   234531.01+090905.6  
  2.8348   30.65168   26.69311   -28.18103  -32.13961   0.09459   105244.70+572122.8  
  2.848    31.29579   27.1341    -27.54178  -31.70347   0.19869   150940.47+074236.7  
  2.857    31.27219   27.44065   -27.56869  -31.40022   0.05377   000335.49-061112.5  
  2.8752   31.27299   27.20025   -27.57453  -31.64728   0.07782   012118.34+034808.3  
  2.8805   31.47985   27.47304   -27.36961  -31.37642   0.04455   162612.99+385627.2  
  2.9035   30.81911   26.90476   -28.03866  -31.953     0.0543    013953.02+062058.2  
  2.9439   30.83382   26.55464   -28.03843  -32.3176    0.09444   105306.03+573424.9  
  2.964    31.73038   27.41723   -27.14897  -31.46212   0.23926   142253.02+235534.5  
  2.9824   31.1671    27.17503   -27.71872  -31.71078   0.15909   002244.51+013250.1  
  2.9833   32.18899   28.0485    -26.69715  -30.83763   0.02397   090423.37+130920.7  
  3.0244   30.99859   26.79978   -27.90184  -32.10064   0.13718   123142.13+110308.0  
  3.075    30.97709   26.91723   -27.94066  -32.00052   0.09553   024125.89-080935.7  
  3.087    31.63257   27.34691   -27.28925  -31.57491   0.15704   235201.30+200902.4  
  3.1409   31.24534   27.22222   -27.69454  -31.71766   0.09024   134946.24+265443.7  
  3.15     32.09491   27.73845   -26.84798  -31.20444   0.03001   092832.87+184824.4  
  3.185    31.59238   27.83898   -27.36203  -31.11542   0.03894   123132.37+013814.1  
  3.1977   30.8688    27.04236   -28.08976  -31.9162    0.08715   021438.15-052024.5  
  3.3556   31.17192   26.82471   -27.83678  -32.18399   0.15403   083903.72+195332.6  
  3.48     31.83158   27.68849   -27.21492  -31.35802   0.06603   151147.16+071406.1  
  3.703    31.44603   27.14234   -27.66482  -31.9685    0.13309   131236.25+231630.2  
  3.8329   31.78703   27.24182   -27.35945  -31.90466   0.09687   133223.26+503431.3  
  3.99     32.21445   27.77881   -26.97347  -31.40911   0.04297   163950.52+434003.7  
  0.482    29.70327   25.5671    -27.24474  -31.34748   0.01815   xx                  
  0.669    29.4565    26.0992    -27.83586  -31.15973   0.03902   xx                  
  0.686    29.91245   25.902     -27.40653  -31.38355   0.00733   xx                  
  0.742    29.94672   26.2127    -27.45569  -31.15629   0.01449   xx                  
  0.748    29.88163   25.6523    -27.52937  -31.72527   0.01067   xx                  
  0.794    29.57262   25.8624    -27.90203  -31.57883   0.00927   xx                  
  0.795    29.7174    26.1402    -27.7586   -31.30237   0.01858   xx                  
  0.821    29.89413   26.0929    -27.61624  -31.38405   0.00687   xx                  
  0.837    29.82601   25.7485    -27.70501  -31.74909   0.01896   xx                  
  0.853    30.0638    26.0996    -27.48747  -31.41825   0.01595   xx                  
  0.881    29.89797   26.0219    -27.68789  -31.53053   0.00644   xx                  
  0.909    29.85486   26.0339    -27.76452  -31.55206   0.00655   xx                  
  0.91     29.55162   25.5459    -28.06894  -32.04123   0.01599   xx                  
  0.959    30.29046   25.9285    -27.38635  -31.71488   0.00903   xx                  
  0.967    29.8784    26.3299    -27.80732  -31.3224    0.00555   xx                  
  0.971    29.46051   26.218     -28.22964  -31.43873   0.0096    xx                  
  0.977    29.6992    25.8503    -27.99756  -31.81304   0.02126   xx                  
  1.042    30.02002   26.1797    -27.74591  -31.55281   0.00995   xx                  
  1.067    30.6665    26.8372    -27.1249   -30.92078   0.02507   xx                  
  1.106    30.07541   26.1682    -27.75457  -31.62835   0.00842   xx                  
  1.131    30.33644   26.1759    -27.51756  -31.64468   0.00652   xx                  
  1.134    30.28303   26.0771    -27.57382  -31.74632   0.00933   xx                  
  1.161    30.1877    26.421     -27.69444  -31.42771   0.00667   xx                  
  1.163    29.95969   25.8667    -27.9243   -31.98386   0.01255   xx                  
  1.166    30.01204   25.666     -27.87471  -32.18733   0.01707   xx                  
  1.171    30.21051   26.0719    -27.68084  -31.78603   0.0179    xx                  
  1.18     30.20429   26.3772    -27.69529  -31.48896   0.02379   xx                  
  1.22     30.15358   26.0204    -27.78183  -31.88159   0.01209   xx                  
  1.234    29.7448    26.0144    -28.20287  -31.89985   0.01298   xx                  
  1.26     29.98769   26.3301    -27.98239  -31.60655   0.0104    xx                  
  1.264    30.24367   26.1607    -27.72982  -31.77936   0.0087    xx                  
  1.272    30.04431   25.7969    -27.93595  -32.14994   0.01545   xx                  
  1.301    30.02656   25.9967    -27.97792  -31.97436   0.01144   xx                  
  1.334    29.5936    26.2488    -28.43779  -31.74916   0.0101    xx                  
  1.36     29.70227   26.0213    -28.34984  -31.99739   0.01284   xx                  
  1.36     30.1163    26.2341    -27.93581  -31.78459   0.01982   xx                  
  1.403    30.4453    26.7792    -27.64023  -31.2729    0.00528   xx                  
  1.414    29.6308    26.4135    -28.46311  -31.64698   0.00831   xx                  
  1.451    30.39229   26.1871    -27.72933  -31.9011    0.01694   xx                  
  1.454    30.49489   26.7254    -27.62894  -31.36501   0.00534   xx                  
  1.459    30.41003   26.5208    -27.71748  -31.57329   0.009     xx                  
  1.478    30.36434   26.3331    -27.77705  -31.77487   0.01263   xx                  
  1.495    29.779     26.0823    -28.37465  -32.03793   0.01235   xx                  
  1.516    30.2535    25.9807    -27.91511  -32.15448   0.01856   xx                  
  1.517    30.044     26.495     -28.12531  -31.64089   0.00868   xx                  
  1.519    29.7621    25.9507    -28.40862  -32.1866    0.01698   xx                  
  1.551    30.068     26.5585    -28.12506  -31.60114   0.00633   xx                  
  1.589    30.00366   25.9628    -28.21532  -32.22276   0.0175    xx                  
  1.602    30.07474   26.0923    -28.15296  -32.10198   0.02524   xx                  
  1.605    30.22006   26.2937    -28.00965  -31.90258   0.01645   xx                  
  1.642    30.30601   26.2689    -27.94808  -31.95177   0.02418   xx                  
  1.679    29.9242    26.5791    -28.35372  -31.6654    0.05696   xx                  
  1.708    30.25885   26.5321    -28.03737  -31.7307    0.00855   xx                  
  1.734    30.3888    26.102     -27.92356  -32.17694   0.01692   xx                  
  1.738    30.32179   26.1974    -27.99304  -32.084     0.01339   xx                  
  1.753    30.7359    26.6709    -27.5881   -31.61968   0.00834   xx                  
  1.776    30.40506   26.3814    -27.93286  -31.9231    0.01529   xx                  
  1.782    29.77054   26.0982    -28.57098  -32.2099    0.02994   xx                  
  1.796    30.3094    26.5669    -28.04047  -31.74955   0.00808   xx                  
  1.799    30.6942    26.6776    -27.65745  -31.64063   0.0074    xx                  
  1.806    29.9582    26.1824    -28.39759  -32.13997   0.01643   xx                  
  1.817    30.337     26.3001    -28.02527  -32.02875   0.01459   xx                  
  1.82     30.13432   25.8436    -28.22971  -32.48701   0.02649   xx                  
  1.85     29.9814    26.5888    -28.40006  -31.75924   0.00882   xx                  
  1.855    30.11895   26.2244    -28.26539  -32.12652   0.01709   xx                  
  1.856    30.49237   26.5642    -27.89254  -31.78729   0.01251   xx                  
  1.889    30.5014    26.3029    -27.90229  -32.06737   0.01357   xx                  
  1.916    30.46767   26.5576    -27.95114  -31.82778   0.01141   xx                  
  1.918    30.4414    26.3961    -27.97852  -31.9904    0.08037   xx                  
  1.932    30.6028    26.3374    -27.82486  -32.05684   0.04065   xx                  
  1.964    30.4759    26.4583    -27.96924  -31.95342   0.02123   xx                  
  1.988    29.91589   26.2462    -28.54217  -32.17844   0.02543   xx                  
  2.005    30.6821    26.5455    -27.78501  -31.88819   0.01744   xx                  
  2.026    30.4722    26.9809    -28.00599  -31.46386   0.01071   xx                  
  2.03     30.9468    26.4532    -27.53348  -31.99366   0.01929   xx                  
  2.039    30.6884    26.2758    -27.79659  -32.17576   0.01945   xx                  
  2.05     30.64555   26.4315    -27.84515  -32.02577   0.01376   xx                  
  2.082    30.36484   26.4053    -28.1423   -32.06842   0.01404   xx                  
  2.085    30.10503   25.8403    -28.40365  -32.63495   0.02729   xx                  
  2.117    30.9014    26.9863    -27.62344  -31.50511   0.01479   xx                  
  2.124    30.48521   26.6286    -28.04313  -31.86631   0.01288   xx                  
  2.172    30.1631    26.4277    -28.38893  -32.09091   0.01655   xx                  
  2.182    30.38039   26.341     -28.17651  -32.18248   0.01938   xx                  
  2.204    30.4555    26.2689    -28.11203  -32.2652    0.01754   xx                  
  2.222    30.5706    26.9444    -28.00554  -31.59832   0.01137   xx                  
  2.27     30.45792   26.4152    -28.14084  -32.15014   0.01783   xx                  
  2.279    30.2031    26.5447    -28.39985  -32.02482   0.01528   xx                  
  2.288    30.6923    26.8526    -27.91482  -31.72109   0.00827   xx                  
  2.389    30.4897    26.5293    -28.16306  -32.09004   0.02341   xx                  
  2.402    30.45846   26.6465    -28.20003  -31.97856   0.01563   xx                  
  2.408    30.1212    26.5733    -28.53992  -32.0544    0.02177   xx                  
  2.454    31.1756    27.1365    -27.50548  -31.51116   0.00754   xx                  
  2.501    30.7364    26.7464    -27.96468  -31.92125   0.01546   xx                  
  2.503    30.31013   26.3281    -28.39179  -32.3404    0.02909   xx                  
  2.653    30.2394    26.631     -28.52376  -32.09874   0.0143    xx                  
  2.671    30.4332    26.8211    -28.33706  -31.91574   0.01064   xx                  
  2.68     31.07855   26.9824    -27.69525  -31.75797   0.01195   xx                  
  2.755    30.40642   26.5868    -28.39635  -32.18255   0.01947   xx                  
  2.955    30.4204    26.8844    -28.45577  -31.95835   0.01327   xx                  
  3.038    30.8373    26.723     -28.06782  -32.14869   0.02167   xx                  
  3.329    30.3281    26.5984    -28.67233  -32.36861   0.03906   xx                  
  3.651    30.0278    26.5247    -29.06841  -32.53809   0.02036   xx                  
  3.067    32.05204   27.81555   -26.863    -31.09949   0.04      122518.65+483116.3  
  3.113    31.93857   27.5302    -26.992    -31.40037   0.06      083535.68+212240.1  
  3.125    32.40358   27.61895   -26.531    -31.31564   0.07      101447.18+430030.1  
  2.999    32.00162   27.74946   -26.89     -31.14216   0.04      171227.75+575506.9  
  3.031    32.13771   27.60708   -26.765    -31.29562   0.04      094734.19+142116.9  
  3.272    32.13747   27.62163   -26.845    -31.36084   0.07      094202.04+042244.5  
  3.25     32.23045   27.66685   -26.745    -31.3086    0.08      094554.99+230538.7  
  3.155    32.05154   27.67576   -26.893    -31.26878   0.045     114308.87+345222.2  
  3.197    32.44332   27.93517   -26.515    -31.02315   0.05      142656.18+602550.8  
  3.025    32.11664   27.69566   -26.784    -31.20498   0.05      223408.99+000001.6  
  3.129    32.11292   27.44986   -26.823    -31.48606   0.07      124637.06+262500.2  
  3.129    31.95592   27.44986   -26.98     -31.48606   0.06      124640.37+111302.9  
  3.019    31.97556   27.38423   -26.923    -31.51433   0.07      150731.48+241910.8  
  3.227    32.08005   27.58181   -26.888    -31.38624   0.07      030341.04-002321.9  
  3.288    32.03754   27.72508   -26.95     -31.26247   0.05      030449.85-000813.5  
  2.968    31.90876   27.74198   -26.972    -31.13878   0.04      090508.88+305757.3  
  3.109    32.30723   27.84528   -26.622    -31.08395   0.03      102714.77+354317.4  
  3.099    32.18487   27.67798   -26.741    -31.24789   0.05      140747.23+645419.9  
