# Quasar data set provided bei Risaliti & Lusso, Nature Astronomy, 2018. See also companion publication
# xz       xlo        xlx        xfo        xfx         xefx      namex               
  3.246    31.8841    26.95919   -27.09006  -32.01497   0.1       xx                  
  3.268    31.26138   26.86064   -27.71981  -32.12056   0.1       xx                  
  3.336    31.05104   26.88101   -27.95157  -32.1216    0.1       xx                  
  3.385    31.40183   26.94149   -27.61594  -32.07628   0.1       xx                  
  3.53     31.26965   26.92971   -27.79165  -32.13159   0.1       xx                  
  3.552    31.26718   27.10023   -27.80056  -31.96751   0.1       xx                  
  3.592    31.58737   27.22599   -27.49198  -31.85335   0.1       xx                  
  3.597    31.15206   26.94859   -27.92873  -32.1322    0.1       xx                  
  3.827    31.27747   26.80393   -27.86742  -32.34096   0.1       xx                  
  3.99     31.45477   27.20582   -27.73315  -31.9821    0.19471   xx                  
  4.0075   31.71414   27.78061   -27.47829  -31.41182   0.14907   xx                  
  4.0176   31.41318   27.01304   -27.78184  -32.18198   0.08813   xx                  
  4.06     31.86943   26.86341   -27.3364   -32.34242   0.19991   xx                  
  4.0765   31.33066   26.9516    -27.87935  -32.25841   0.18464   xx                  
  4.1378   32.46885   27.77467   -26.75652  -31.45071   0.13257   xx                  
  4.14     31.78906   27.66108   -27.43686  -31.56484   0.14613   xx                  
  4.15     31.59945   27.53363   -27.62895  -31.69477   0.07136   xx                  
  4.1788   31.27671   27.55067   -27.9588   -31.68485   0.23172   xx                  
  4.1836   31.4838    27.10184   -27.7529   -32.13485   0.2326    xx                  
  4.19     32.588     27.81756   -26.65027  -31.4207    0.07254   xx                  
  4.227    32.02267   27.16252   -27.22463  -32.08478   0.21799   xx                  
  4.23     31.32176   27.24553   -27.92627  -32.0025    0.30204   xx                  
  4.2774   32.07608   27.40629   -27.1834   -31.85319   0.25999   xx                  
  4.3317   31.77576   26.97693   -27.49667  -32.2955    0.20873   xx                  
  4.3364   31.81184   27.6432    -27.46171  -31.63034   0.09103   xx                  
  4.3637   31.36709   26.85155   -27.91289  -32.42843   0.19629   xx                  
  4.38     31.18403   27.252     -28.09978  -32.03181   0.309     xx                  
  4.3924   32.05707   27.40619   -27.22964  -31.88052   0.2417    xx                  
  4.4319   31.41422   27.52473   -27.88167  -31.77116   0.24778   xx                  
  4.4415   31.86574   27.42571   -27.43236  -31.8724    0.05366   xx                  
  4.443    31.6378    27.41995   -27.66065  -31.87851   0.22478   xx                  
  4.4443   31.5497    27.1426    -27.74906  -32.15616   0.14696   xx                  
  4.4488   31.87316   27.74533   -27.42664  -31.55446   0.17196   xx                  
  4.4562   31.88542   26.88682   -27.41607  -32.41467   0.29296   xx                  
  4.51     32.07742   27.68991   -27.23637  -31.62388   0.13844   xx                  
  4.7903   31.62696   26.9138    -27.74851  -32.46167   0.31439   xx                  
  4.81     31.37362   27.20655   -28.00604  -32.17311   0.29867   xx                  
  4.87     30.63344   26.7698    -28.75888  -32.62251   0.31829   xx                  
  4.8814   31.27274   26.80131   -28.12196  -32.59339   0.32354   xx                  
  4.9126   31.97055   27.51591   -27.43064  -31.88529   0.16421   xx                  
  4.9271   31.88604   27.13651   -27.51816  -32.26769   0.22021   xx                  
  4.9426   31.87003   27.23549   -27.53738  -32.17192   0.34242   xx                  
  4.95     31.78289   27.20262   -27.62604  -32.20632   0.20533   xx                  
  4.98     31.81599   27.06976   -27.5991   -32.34534   0.24146   xx                  
  4.99     31.24579   27.30247   -28.17135  -32.11467   0.25803   xx                  
  5.0319   31.71519   27.12233   -27.71048  -32.30333   0.27136   xx                  
  5.1003   31.30983   27.37007   -28.12958  -32.06935   0.20271   xx                  
  0.1139   28.97516   25.72218   -26.5541   -29.80709   0.00402   141700.82+445606.3  
  0.1543   30.02235   26.14876   -25.7928   -29.66639   0.00428   111830.28+402554.0  
  0.1626   29.3395    25.93461   -26.5254   -29.93029   0.00373   081441.91+212918.5  
  0.1649   29.62775   25.94539   -26.2508   -29.93316   0.01296   015530.02-085704.0  
  0.1656   29.1525    26.48889   -26.7299   -29.39351   0.00275   120442.10+275411.7  
  0.167    29.7442    26.12631   -26.1463   -29.76419   0.00398   105143.89+335926.7  
  0.1865   29.27296   26.15813   -26.7238   -29.83863   0.00286   075112.18+174351.7  
  0.1876   29.07714   25.39875   -26.925    -30.60339   0.04097   083924.60+575230.0  
  0.2015   29.07177   25.33724   -26.9999   -30.73443   0.09504   024601.25-005937.2  
  0.2059   29.94122   26.46549   -26.1512   -29.62692   0.00307   095048.38+392650.4  
  0.2085   29.65724   26.55889   -26.4472   -29.54554   0.00363   144414.66+063306.7  
  0.2092   29.44621   25.85869   -26.6615   -30.24902   0.0078    123604.02+264135.9  
  0.2205   29.85057   26.34148   -26.3086   -29.8177    0.00293   142943.07+474726.2  
  0.2264   29.24177   25.68943   -26.9435   -30.49584   0.01077   092140.83+293809.6  
  0.2302   29.55625   26.1539    -26.6452   -30.04755   0.02134   094621.26+471131.3  
  0.2362   29.92489   26.4121    -26.3018   -29.81459   0.00175   123054.11+110011.2  
  0.2388   29.69045   25.95418   -26.5471   -30.28336   0.02148   011254.91+000313.0  
  0.245    29.42698   25.8683    -26.8357   -30.39437   0.02729   134459.44-001559.5  
  0.2455   29.29611   25.37      -26.9686   -30.8947    0.02965   154316.41+540526.0  
  0.249    29.44075   25.76422   -26.8378   -30.51433   0.02009   142325.46+384032.8  
  0.2591   29.39115   26.05712   -26.9267   -30.26073   0.02426   005328.81-085755.1  
  0.2628   29.34774   25.79415   -26.9841   -30.53769   0.0111    111006.95+612521.3  
  0.2632   29.27979   25.96705   -27.0536   -30.36634   0.02379   075216.55+500251.3  
  0.267    30.47296   26.33241   -25.8748   -30.01535   0.00526   144645.93+403505.7  
  0.269    28.97804   25.3781    -27.377    -30.97694   0.0417    090432.20+553830.2  
  0.2696   29.54592   26.05497   -26.8114   -30.30235   0.01394   171207.44+584754.4  
  0.2721   29.16045   25.68407   -27.2062   -30.68258   0.02211   112405.15+061248.8  
  0.2821   30.02536   26.0855    -26.3772   -30.31706   0.03215   085915.65+011800.5  
  0.2822   29.459     25.68158   -26.9436   -30.72102   0.03786   151743.75+070121.6  
  0.2867   29.58505   26.52325   -26.8336   -29.8954    0.00816   122018.43+064119.6  
  0.2872   29.40025   25.67633   -27.02     -30.74391   0.06426   092245.11+303258.3  
  0.291    29.73286   26.11188   -26.7006   -30.32158   0.04053   092309.87+453046.4  
  0.2919   29.31598   25.74068   -27.1204   -30.6957    0.01677   123147.11+123835.3  
  0.3018   29.84065   26.1913    -26.6292   -30.27855   0.02127   144506.24+063019.6  
  0.304    29.25342   25.63544   -27.2237   -30.84169   0.0138    123126.44+105111.4  
  0.305    29.77989   26.31738   -26.7005   -30.16301   0.00921   132447.65+032432.6  
  0.3119   29.47944   25.57257   -27.0234   -30.93027   0.04995   022417.16-092549.2  
  0.3159   29.56118   26.17611   -26.9547   -30.33978   0.01063   141146.62+140807.6  
  0.3161   29.57635   26.24752   -26.9399   -30.26873   0.00893   125553.04+272405.2  
  0.3166   30.31785   26.37982   -26.2001   -30.13813   0.01027   142455.53+421407.6  
  0.3212   29.69521   26.29928   -26.8372   -30.23313   0.03782   231742.60+000535.1  
  0.3226   30.06336   26.66117   -26.4736   -29.87579   0.01004   081054.73+501319.5  
  0.3263   29.54587   25.41481   -27.0026   -31.13366   0.09807   090221.35+003421.0  
  0.3265   30.55472   26.50397   -25.9942   -30.04495   0.00881   223607.68+134355.3  
  0.3337   29.21258   25.70928   -27.3585   -30.8618    0.03876   131848.60+552842.6  
  0.3348   29.26336   25.99264   -27.3111   -30.58182   0.01196   132101.41+340657.9  
  0.3349   29.62433   25.77418   -26.9502   -30.80035   0.01184   143118.42+325131.6  
  0.3365   29.17914   25.58146   -27.4004   -30.99808   0.04096   125848.04+013603.2  
  0.3375   29.76183   25.77481   -26.8205   -30.80752   0.00499   114820.83+012634.2  
  0.3454   29.37717   26.2408    -27.2287   -30.36507   0.01262   013023.51+000551.7  
  0.3512   28.94661   25.59247   -27.6763   -31.03044   0.02165   103848.92+533757.1  
  0.352    29.947     26.08193   -26.6781   -30.54317   0.03315   220851.96-010603.7  
  0.3579   29.56835   26.18771   -27.0736   -30.45425   0.01325   080608.13+244421.0  
  0.3686   29.38453   26.28746   -27.2873   -30.38436   0.01631   080711.01+390419.8  
  0.3688   29.34325   25.60041   -27.3291   -31.07194   0.05521   122453.33+123916.3  
  0.371    29.29234   26.2428    -27.3863   -30.43584   0.00845   123356.11+074755.9  
  0.3726   29.67589   26.19492   -27.0071   -30.48807   0.00704   100025.24+015852.0  
  0.3741   28.97411   26.38558   -27.7128   -30.30133   0.00835   151526.17+415612.1  
  0.3751   29.32465   25.68703   -27.3651   -31.00272   0.01987   122843.07+104059.2  
  0.3763   29.6445    25.57468   -27.0486   -31.11842   0.02144   142452.11+263715.1  
  0.3765   30.18275   26.50711   -26.5107   -30.18634   0.01039   081422.12+514839.4  
  0.3822   29.79123   26.75865   -26.9177   -29.95028   0.01141   123335.07+475800.4  
  0.3858   30.1936    25.93859   -26.5249   -30.77991   0.0104    104741.75+151332.2  
  0.3869   29.97178   26.11055   -26.7495   -30.61073   0.01432   134044.52-004516.6  
  0.3916   29.22592   26.01124   -27.5078   -30.72249   0.06051   151033.15+563408.5  
  0.3926   29.35536   25.82977   -27.3809   -30.9065    0.01681   094404.41+480646.5  
  0.3981   30.23633   26.56482   -26.5142   -30.18572   0.00954   105237.24+240627.3  
  0.4018   30.35804   26.52219   -26.402    -30.23785   0.03554   013418.19+001536.6  
  0.4031   28.83597   25.44956   -27.9273   -31.31371   0.02446   123104.49+011228.4  
  0.407    28.97977   25.61998   -27.7934   -31.15319   0.0763    221917.01-000757.5  
  0.4095   29.63606   26.26124   -27.1436   -30.51842   0.01745   111330.74+092537.1  
  0.4114   29.65027   25.92521   -27.134    -30.85906   0.01706   232801.46+001705.0  
  0.413    29.48403   25.4976    -27.3044   -31.29083   0.07744   090347.33+002026.2  
  0.4188   29.84367   25.73305   -26.959    -31.06962   0.08426   134223.84+575747.6  
  0.4234   29.37159   26.01108   -27.4423   -30.8028    0.03336   144547.88+391014.0  
  0.429    29.83134   26.16384   -26.996    -30.6635    0.03588   080737.88+395333.8  
  0.4302   29.79039   25.80443   -27.0398   -31.02576   0.07986   221356.21+122756.9  
  0.4317   29.41338   26.058     -27.4204   -30.77577   0.01719   133926.11+150759.0  
  0.4323   29.97074   26.3754    -26.8647   -30.46004   0.01106   014959.27+125658.0  
  0.4369   29.29761   26.18494   -27.5487   -30.66138   0.01173   021434.78-004242.6  
  0.4392   29.72336   26.51935   -27.1284   -30.33241   0.01416   091737.53+284046.2  
  0.441    29.50291   25.70345   -27.3529   -31.15236   0.01612   123800.91+621336.0  
  0.441    29.90557   26.35609   -26.9502   -30.49969   0.01192   155638.22+442853.3  
  0.4438   29.67189   26.35823   -27.1905   -30.50416   0.01359   105224.93+441505.1  
  0.4486   29.80806   26.15321   -27.0656   -30.72045   0.02777   005548.84+002939.3  
  0.4499   29.66935   25.95227   -27.2071   -30.92418   0.02634   131125.60+551532.9  
  0.452    29.43205   25.96759   -27.4493   -30.91376   0.03284   133806.59-012412.8  
  0.4534   29.48596   25.86964   -27.3986   -31.01493   0.02855   085848.01+565744.6  
  0.463    29.16806   25.8144    -27.7383   -31.09196   0.04913   220900.45-005720.2  
  0.4687   29.78928   26.02883   -27.1296   -30.89005   0.04443   011627.80-001304.2  
  0.4687   30.50149   26.56408   -26.4175   -30.3549    0.01531   024651.91-005930.9  
  0.4688   30.40331   26.79794   -26.5159   -30.12128   0.01505   093732.81+543707.8  
  0.4711   29.41887   25.96221   -27.5053   -30.96196   0.02016   095939.85+130304.1  
  0.4774   31.07353   26.70094   -25.8646   -30.23718   0.00725   130112.91+590206.6  
  0.4837   29.4393    25.99832   -27.5123   -30.95328   0.01263   150148.85+014405.1  
  0.4845   29.18479   26.10797   -27.7685   -30.84532   0.03382   144459.40+391435.6  
  0.4895   29.69552   25.74244   -27.2685   -31.22158   0.05381   014109.76+000626.9  
  0.4901   29.68097   26.49277   -27.2844   -30.4726    0.01458   213022.70-002552.0  
  0.4916   30.01459   26.21266   -26.954    -30.75592   0.02699   144803.63+500418.7  
  0.4923   30.12513   26.25168   -26.8448   -30.71825   0.01267   103138.67+380651.7  
  0.4974   30.1383    25.70366   -26.8425   -31.27714   0.04849   104122.84-005618.4  
  0.4982   29.44895   25.9881    -27.5334   -30.99425   0.01149   120029.80+341544.5  
  0.4986   29.93669   26.17963   -27.0466   -30.80365   0.0093    100057.50+684231.0  
  0.4998   29.56617   25.53158   -27.4195   -31.45409   0.10332   095251.52+013848.4  
  0.5141   29.39447   26.28495   -27.6208   -30.73032   0.01829   232546.49+001749.6  
  0.518    30.1313    26.57349   -26.8918   -30.44961   0.01098   080250.81+391903.0  
  0.528    29.86932   25.97185   -27.1737   -31.07117   0.07774   152727.76+163608.4  
  0.5281   29.8518    26.21422   -27.1914   -30.82898   0.0323    091557.29+292618.3  
  0.5282   29.38232   25.98238   -27.6612   -31.06114   0.02714   085707.38+394823.5  
  0.5321   29.59358   26.33471   -27.4576   -30.71647   0.03104   090622.92+052309.9  
  0.5377   29.55466   25.8389    -27.5074   -31.22316   0.02947   205105.02-005847.5  
  0.5486   29.98896   26.11276   -27.0942   -30.9704    0.04106   035255.57-000102.2  
  0.5584   30.12153   26.85554   -26.9802   -30.24619   0.00653   111135.77+482945.4  
  0.5633   29.8192    26.56259   -27.2916   -30.54821   0.00742   104426.01+063304.5  
  0.5764   30.16463   26.60515   -26.9704   -30.52988   0.0097    011305.66+153146.4  
  0.5776   29.96747   26.62379   -27.1697   -30.51338   0.0117    101850.52+411508.1  
  0.582    29.83885   26.37967   -27.3063   -30.76549   0.03691   232640.01-003041.4  
  0.5827   30.04632   26.2812    -27.1002   -30.86531   0.02568   133618.53+101742.6  
  0.6068   29.41457   25.66399   -27.7746   -31.52518   0.06273   030142.22+000655.2  
  0.6132   30.46777   26.89447   -26.7325   -30.3058    0.01502   011758.83+002021.4  
  0.6152   30.37786   26.69522   -26.8258   -30.50844   0.01926   171334.02+595028.3  
  0.621    29.33905   25.79771   -27.8745   -31.41584   0.04274   013728.36-001727.3  
  0.631    30.15717   26.15035   -27.0733   -31.08012   0.02432   133807.50+242411.3  
  0.6386   29.61273   26.22687   -27.6304   -31.01626   0.01159   014033.90-004557.6  
  0.655    29.66642   26.10779   -27.6035   -31.16214   0.02265   121919.06+063926.6  
  0.6566   30.14435   26.44526   -27.1282   -30.82729   0.01159   102147.45+130850.4  
  0.6584   29.42697   25.40379   -27.8484   -31.87158   0.07823   102255.31+383006.1  
  0.669    29.60658   25.71771   -27.6857   -31.57457   0.05758   150858.89+570627.8  
  0.6836   30.15254   26.18459   -27.1627   -31.13066   0.01391   142936.73+385636.4  
  0.6887   29.87934   26.22446   -27.4438   -31.09868   0.03596   141652.07+113201.3  
  0.6892   30.03457   26.31951   -27.2893   -31.00436   0.00785   122849.68+073900.1  
  0.6969   30.39133   26.68879   -26.9444   -30.64694   0.01405   023234.39-073103.6  
  0.7086   29.68768   26.25705   -27.6658   -31.09643   0.01954   074133.88+252208.6  
  0.7158   29.59894   26.06228   -27.7652   -31.30186   0.02332   233230.41+000137.6  
  0.7185   29.94981   26.31749   -27.4184   -31.05072   0.01505   133124.49+110052.0  
  0.7196   30.46011   26.41665   -26.9097   -30.95316   0.01478   022841.08+003049.4  
  0.7332   30.05089   26.23384   -27.3388   -31.15585   0.02552   110913.58+613524.1  
  0.7467   30.51789   26.52388   -26.8912   -30.88521   0.02505   103413.88+585252.7  
  0.7483   30.09591   26.49927   -27.3155   -30.91215   0.03007   005950.35+002938.0  
  0.7523   29.98803   26.32712   -27.429    -31.08992   0.02167   143113.15+132619.6  
  0.7553   30.0865    26.71429   -27.3349   -30.70711   0.01201   122001.96-031154.3  
  0.7565   30.1864    26.62598   -27.2367   -30.79712   0.0198    155452.90+110543.9  
  0.7574   30.19131   26.53885   -27.233    -30.88546   0.01902   122350.61+024458.4  
  0.7653   29.75915   26.23943   -27.6762   -31.19592   0.02154   091943.69+010828.4  
  0.7673   30.03949   26.41975   -27.3987   -31.01843   0.03073   021100.83-095138.4  
  0.7722   30.02547   26.19631   -27.4194   -31.24856   0.04258   014003.99-002541.7  
  0.779    30.69056   27.00917   -26.7637   -30.44509   0.02019   010002.32+001642.5  
  0.7825   30.03499   26.44515   -27.4241   -31.01394   0.01131   163352.34+402115.6  
  0.821    30.63656   27.05781   -26.8738   -30.45255   0.01206   081014.47+280337.1  
  1.726    31.32453   26.93092   -26.9829   -31.37652   0.03425   021425.69-003859.6  
  1.9838   31.53329   27.08564   -26.9225   -31.37015   0.01736   152938.90+103803.9  
  2.1892   31.12009   27.09554   -27.4403   -31.46484   0.04472   123107.84+254734.0  
  2.2603   31.77563   27.15983   -26.8186   -31.4344    0.10655   025644.69+001246.0  
  2.2665   31.53384   26.6655    -27.0633   -31.93165   0.15534   160513.17+325829.9  
  2.2702   32.24468   27.40725   -26.3542   -31.19163   0.02686   212329.46-005052.9  
  2.2763   31.51487   27.61772   -27.0868   -30.98395   0.07021   001914.46+155555.9  
  2.281    31.10416   26.40618   -27.4997   -32.19768   0.19304   031854.33+410142.0  
  2.2816   31.08675   26.7852    -27.5174   -31.81896   0.12241   122926.62+122305.6  
  2.2985   31.54895   27.38578   -27.063    -31.22618   0.07834   162710.37+350117.9  
  2.3038   31.60541   27.61849   -27.009    -30.99592   0.04878   113245.31+311850.7  
  2.3157   31.38223   27.13311   -27.2376   -31.48672   0.05468   133916.88+151507.6  
  2.3161   31.48092   27.32643   -27.1391   -31.29359   0.04688   105603.71+070234.9  
  2.3429   30.8503    27.38198   -27.7819   -31.25022   0.03821   115005.36+013850.7  
  2.4243   31.29692   27.03645   -27.3713   -31.63178   0.06148   122158.06+142409.8  
  2.4623   31.38243   26.91413   -27.3022   -31.77049   0.11482   220529.34-003110.6  
  2.4709   31.64021   27.2111    -27.0481   -31.47721   0.05617   140323.39-000606.9  
  2.4936   31.45607   27.34637   -27.2419   -31.35161   0.04738   024933.41-083454.6  
  2.5      30.71484   27.00436   -27.9858   -31.69628   0.06479   100014.13+020054.4  
  2.5134   31.47351   26.56844   -27.2328   -32.13786   0.11435   100325.12+325307.0  
  2.5147   31.13575   26.99771   -27.5711   -31.70914   0.06991   023148.80-073906.3  
  2.5372   31.2151    27.21968   -27.5011   -31.49652   0.10467   125629.75+271506.5  
  2.5473   31.2434    26.45105   -27.477    -32.26934   0.21389   123159.60+123816.7  
  2.5777   31.35996   27.36885   -27.3729   -31.36401   0.09032   085609.46+374928.8  
  2.5812   31.44299   27.25682   -27.2913   -31.47747   0.1001    031703.24+411528.8  
  2.6228   31.11341   27.30368   -27.6377   -31.44743   0.05286   033654.24+004016.0  
  2.641    30.93749   26.95497   -27.8209   -31.80342   0.108     011533.52+000356.3  
  2.6645   31.6418    27.4134    -27.1259   -31.3543    0.0617    123056.96+175139.5  
  2.7409   32.51177   28.10276   -26.2856   -30.69461   0.01516   170100.60+641209.3  
  2.7616   31.47289   27.43805   -27.3324   -31.36724   0.05288   122307.52+103448.1  
  2.7873   31.39701   26.56477   -27.418    -32.25025   0.27357   091033.43+453418.3  
  2.9738   32.2712    27.46382   -26.6116   -31.41898   0.03866   111038.63+483115.6  
  2.9913   31.42264   27.16382   -27.4663   -31.72512   0.14188   074313.86+284442.3  
  3.0271   31.40016   27.14022   -27.5012   -31.76114   0.06645   130811.91+292512.6  
  3.1646   31.41552   27.07015   -27.5322   -31.87756   0.19036   083052.88+380907.3  
  3.1971   32.44296   27.76381   -26.5154   -31.19456   0.04302   142656.18+602550.8  
  3.208    31.3522    26.8234    -27.6097   -32.1385    0.15209   152158.87+074207.3  
  3.8843   31.84513   27.48631   -27.3151   -31.67392   0.07341   083832.33+200142.1  
  4.1271   32.30251   27.73435   -26.9202   -31.48836   0.04562   132611.85+074358.4  
  0.2078   28.30047   25.37085   -27.80078  -30.7304    0.06704   023354.12-042413.8  
  0.2525   29.01432   25.77351   -27.27812  -30.51894   0.01251   022024.78-050231.8  
  0.2917   29.14877   25.4339    -27.28688  -31.00175   0.06969   021930.51-055643.0  
  0.2953   29.0481    25.49667   -27.40005  -30.95148   0.03533   131213.53+350709.2  
  0.2974   28.27061   25.15471   -28.18441  -31.30031   0.03785   233018.77+001833.5  
  0.3307   29.52279   25.96715   -27.03916  -30.5948    0.01818   023040.76-040753.8  
  0.3545   28.80017   25.26481   -27.83198  -31.36735   0.11966   023237.23-055359.4  
  0.3636   28.92079   25.34162   -27.73733  -31.31649   0.03301   020520.58-062614.2  
  0.3657   28.81659   25.20441   -27.84717  -31.45935   0.08726   020626.62-064337.1  
  0.3684   28.96659   25.71008   -27.7048   -30.9613    0.02056   020558.69-065131.3  
  0.3716   29.00113   25.40444   -27.67905  -31.27574   0.0198    021839.30-040821.4  
  0.3746   29.14588   25.9695    -27.54261  -30.71899   0.04082   101514.53+493252.9  
  0.3821   29.65223   25.5086    -27.05631  -31.19993   0.05313   024204.77+000814.5  
  0.4022   29.06673   25.5807    -27.69448  -31.18051   0.03608   123033.69+143836.9  
  0.4113   28.98516   25.32199   -27.79882  -31.46199   0.04588   124027.74-015856.6  
  0.4142   29.19662   25.74289   -27.59456  -31.04829   0.01411   085612.23+375819.0  
  0.419    29.01294   25.59837   -27.79023  -31.2048    0.03677   075123.16+501812.3  
  0.4204   29.09751   25.63377   -27.70913  -31.17287   0.04571   130818.69+113256.8  
  0.4232   29.12478   25.87224   -27.6885   -30.94105   0.02453   134117.88-002321.5  
  0.4286   29.83435   25.72373   -26.99221  -31.10283   0.09921   020326.33-055531.5  
  0.436    29.58919   25.76054   -27.25502  -31.08367   0.02703   134255.43+000634.8  
  0.4428   29.8737    26.1097    -26.98639  -30.75039   0.03698   021340.14-050149.1  
  0.4451   29.21873   25.64809   -27.6467   -31.21734   0.03653   021508.19-040513.6  
  0.4506   29.45319   25.82675   -27.42497  -31.05141   0.01512   140858.34+261239.0  
  0.4617   28.85848   25.85395   -28.0449   -31.04943   0.05495   232804.74-021431.9  
  0.4662   29.68255   25.81621   -27.23079  -31.09714   0.0281    022258.90-045852.4  
  0.471    29.27448   25.74928   -27.64962  -31.17481   0.03595   135432.76+335213.5  
  0.4789   29.29477   25.82644   -27.64657  -31.11489   0.02927   102057.65+130521.8  
  0.4811   29.60258   25.68705   -27.34341  -31.25894   0.01422   132507.01+300835.1  
  0.484    29.10662   25.67422   -27.84578  -31.27817   0.03655   123054.88+150606.0  
  0.4856   30.33902   26.1891    -26.61664  -30.76657   0.01764   021139.03-042606.7  
  0.4906   29.00502   25.58959   -27.96136  -31.3768    0.0182    131214.88+351758.0  
  0.5052   29.2082    25.57258   -27.78883  -31.42444   0.03856   022738.94-045832.4  
  0.5057   29.48316   25.95923   -27.51485  -31.03878   0.03885   105323.90+441120.7  
  0.5119   29.60844   26.026     -27.40235  -30.98479   0.03196   142526.42+602634.8  
  0.515    29.07744   25.62989   -27.93947  -31.38702   0.03733   104445.34-013640.5  
  0.5215   29.49534   26.04928   -27.53476  -30.98082   0.02153   123101.80+144212.3  
  0.5247   29.50665   25.84674   -27.52978  -31.18969   0.04728   135314.99+334345.8  
  0.5252   29.81929   26.18044   -27.21814  -30.85699   0.03116   021104.17-045325.0  
  0.5267   29.47069   25.82171   -27.56983  -31.21882   0.01903   134915.50+265017.6  
  0.5325   29.65789   25.96545   -27.39404  -31.08647   0.04596   011705.04+330612.1  
  0.5349   29.41765   25.96567   -27.63898  -31.09095   0.04045   020942.78-042830.2  
  0.5402   29.82461   26.18769   -27.2423   -30.87921   0.02693   020644.94-065810.0  
  0.5428   29.87489   25.90644   -27.19714  -31.16558   0.01733   133227.26+291603.9  
  0.547    29.74173   26.02966   -27.33833  -31.0504    0.01786   134617.40+074015.0  
  0.5505   29.65812   26.21295   -27.42869  -30.87386   0.02325   151859.62+061840.5  
  0.5511   29.43762   26.0214    -27.65028  -31.06651   0.00759   221926.98+120620.5  
  0.5563   29.74713   25.76732   -27.35069  -31.3305    0.09112   020853.28-043353.6  
  0.5578   29.30918   25.74011   -27.79133  -31.3604    0.0264    023137.42+003705.9  
  0.5602   29.67257   25.74378   -27.4325   -31.36129   0.02868   133015.59+241015.4  
  0.5655   28.89826   25.72255   -28.21669  -31.3924    0.03089   022717.89-051624.0  
  0.5666   29.68107   25.85868   -27.43592  -31.25831   0.02381   092720.53+305039.3  
  0.5691   29.39206   26.25518   -27.72965  -30.86653   0.02214   022951.73-050231.8  
  0.5695   29.28176   25.6453    -27.84063  -31.47709   0.03593   021404.08-050804.5  
  0.5717   29.61014   25.65231   -27.51628  -31.4741    0.01963   084858.14+445435.2  
  0.5773   29.57334   26.27619   -27.56338  -30.86053   0.02304   115258.25+365857.9  
  0.5781   29.47725   26.17384   -27.6609   -30.96431   0.01766   121559.11+362228.9  
  0.583    30.05924   25.96192   -27.08773  -31.18505   0.04618   020400.85-063909.7  
  0.5863   29.56992   25.67507   -27.58298  -31.47783   0.01588   100716.02+125348.5  
  0.5917   29.70506   25.82352   -27.45753  -31.33907   0.01749   142419.11+224631.1  
  0.5944   29.71911   25.86373   -27.44827  -31.30365   0.05931   011609.12+331835.0  
  0.5947   29.58028   26.00374   -27.58768  -31.16423   0.03023   132353.35+300646.5  
  0.5972   29.4754    25.42299   -27.69693  -31.74934   0.04762   020308.98-060834.5  
  0.6019   29.44736   25.89357   -27.73322  -31.287     0.02045   141658.29+521205.3  
  0.605    29.28703   25.68558   -27.89899  -31.50045   0.03013   022329.26-045451.9  
  0.6063   29.44314   25.56783   -27.74508  -31.62039   0.08915   022557.39-041339.9  
  0.6104   29.67464   25.83503   -27.52081  -31.36042   0.04366   023059.85-055245.7  
  0.6163   29.4006    25.49816   -27.80498  -31.70742   0.05221   021259.54-060838.8  
  0.6175   29.70969   26.38932   -27.49792  -30.81829   0.01343   124418.21+130649.5  
  0.6182   29.70897   26.16783   -27.49991  -31.04105   0.04301   123540.42+260818.4  
  0.6239   29.24125   25.71539   -27.9772   -31.50305   0.05463   021403.11-041600.4  
  0.628    29.07817   25.58288   -28.14724  -31.64253   0.03333   021636.02-050141.0  
  0.6287   29.32065   25.27072   -27.90598  -31.95591   0.04863   021913.32-052656.3  
  0.6295   30.08392   26.16516   -27.144    -31.06276   0.01482   021923.29-045148.7  
  0.63     29.75644   25.94091   -27.47233  -31.28786   0.024     110219.14-012542.5  
  0.6325   29.51963   26.06108   -27.71335  -31.1719    0.01797   143043.60+244321.9  
  0.6346   29.80909   26.06854   -27.42729  -31.16784   0.03211   231718.24+040345.8  
  0.6384   29.69866   26.31842   -27.54412  -30.92436   0.02999   082905.98+420204.3  
  0.6441   29.70711   26.08918   -27.54513  -31.16306   0.02972   114045.56-014425.5  
  0.6461   29.63258   25.94457   -27.62286  -31.31088   0.05486   111757.60+180833.3  
  0.6497   29.48247   25.58563   -27.77881  -31.67564   0.06943   024227.34+000845.4  
  0.655    29.55061   25.68522   -27.71926  -31.58466   0.05175   172322.66+321043.9  
  0.6555   29.8563    25.83042   -27.41452  -31.4404    0.04924   011810.17+111951.1  
  0.6561   29.83958   26.25115   -27.43221  -31.02064   0.01823   105917.03+242213.3  
  0.6564   29.64689   26.20141   -27.6253   -31.07078   0.01798   231153.97+033118.2  
  0.6565   29.82836   26.04095   -27.44396  -31.23137   0.02855   081015.84+480729.6  
  0.6572   29.70599   25.78663   -27.5675   -31.48686   0.02852   082026.66+205047.6  
  0.6596   29.99801   26.8051    -27.27931  -30.47222   0.00687   122757.19+130232.8  
  0.6606   29.64045   25.62041   -27.63847  -31.6585    0.07627   132108.99+331639.8  
  0.6634   29.99758   26.19754   -27.28594  -31.08598   0.04374   153331.08+325018.0  
